unique_id,type,response_0.0,response_0.7,response_1.0
177_coral,brand,Based,Based,Given
178_coral,brand,The,Based,Based
179_coral,brand,3,3,The
17_coral,brand,Based,I,Based
180_coral,brand,3,3,3
181_coral,brand,Based,Given,The
182_coral,brand,3,3,Considering
183_coral,brand,Based,The,Based
184_coral,brand,3,1,3
185_coral,brand,3,3,3
186_coral,brand,3,3,Based
187_coral,brand,2,2,2
188_coral,brand,4,4,3
189_coral,brand,6,6,The
190_coral,brand,3,3,3
191_coral,brand,3,3,3
192_coral,brand,3,3,Based
193_coral,brand,8,8,8
194_coral,brand,3,3,3
195_coral,brand,2,2,2
196_coral,brand,4,4,4
197_coral,brand,3,3,Considering
199_coral,brand,3,The,The
19_coral,brand,1,The,3
1_coral,brand,3,3,The
20_coral,brand,4,4,4
21_coral,brand,Based,Based,In
22_coral,brand,3,3,3
23_coral,brand,The,The,The
24_coral,brand,3,3,The
25_coral,brand,The,Based,The
26_coral,brand,Based,Based,Based
27_coral,brand,The,6,The
28_coral,brand,6,Based,Given
29_coral,brand,The,I,Appointment
30_coral,brand,The,3,4
31_coral,brand,Based,3,The
32_coral,brand,6,6,The
33_coral,brand,6,6,6
34_coral,brand,6,6,6
35_coral,brand,3,Based,The
36_coral,brand,Based,Based,6
37_coral,brand,3,Based,3
38_coral,brand,The,The,4
39_coral,brand,3,3,3
3_coral,brand,6,6,6
40_coral,brand,Based,Based,6
41_coral,brand,4,4,4
42_coral,brand,6,In,6
43_coral,brand,2,1,3
44_coral,brand,I,I,The
45_coral,brand,3,3,3
46_coral,brand,Based,Based,Based
47_coral,brand,Based,Due,The
48_coral,brand,Based,Based,I
49_coral,brand,Based,Based,Based
4_coral,brand,3,Based,The
50_coral,brand,Based,4,Based
51_coral,brand,3,The,The
52_coral,brand,6,6,4
53_coral,brand,4,The,In
54_coral,brand,6,6,6
55_coral,brand,Based,The,3
56_coral,brand,Based,I,I
57_coral,brand,6,6,The
58_coral,brand,6,6,6
5_coral,brand,Based,Based,3
60_coral,brand,Based,Based,Based
62_coral,brand,6,The,Based
63_coral,brand,Based,Based,For
64_coral,brand,The,2,The
65_coral,brand,Based,Based,I
66_coral,brand,3,The,Based
69_coral,brand,3,Given,3
6_coral,brand,3,3,The
70_coral,brand,4,I,4
71_coral,brand,3,The,The
72_coral,brand,4,4,4
73_coral,brand,3,3,3
74_coral,brand,The,The,6
75_coral,brand,The,Based,The
76_coral,brand,6,Based,The
77_coral,brand,Based,Based,Review
78_coral,brand,Based,Based,The
79_coral,brand,The,The,Based
7_coral,brand,The,Based,Based
80_coral,brand,Based,Based,Based
81_coral,brand,Based,The,The
82_coral,brand,Based,Based,The
83_coral,brand,Based,The,3
84_coral,brand,2,I,Based
85_coral,brand,3,3,3
87_coral,brand,Based,3,3
88_coral,brand,2,3,2
89_coral,brand,The,The,The
8_coral,brand,Based,Based,Based
90_coral,brand,1,1,1
91_coral,brand,The,The,Based
92_coral,brand,The,The,The
93_coral,brand,6,6,6
94_coral,brand,Based,The,Based
95_coral,brand,Based,Based,Based
97_coral,brand,Based,Based,Considering
98_coral,brand,2,2,2
99_coral,brand,The,3,The
9_coral,brand,6,The,6
0_coral,generic,The,Based,Based
101_coral,generic,3,3,3
103_coral,generic,3,The,3
104_coral,generic,2,2,3
105_coral,generic,4,4,4
106_coral,generic,4,4,3
107_coral,generic,3,3,3
108_coral,generic,Based,6,3
109_coral,generic,3,The,Considering
10_coral,generic,6,Based,Based
110_coral,generic,3,3,The
111_coral,generic,2,2,2
112_coral,generic,2,2,There
113_coral,generic,Based,The,6
114_coral,generic,3,3,3
115_coral,generic,3,Based,3
116_coral,generic,3,6,6
117_coral,generic,1,Based,1
119_coral,generic,12,12,12
11_coral,generic,4,Given,Based
120_coral,generic,1,Given,Based
121_coral,generic,Based,The,Based
122_coral,generic,3,3,3
123_coral,generic,3,3,The
124_coral,generic,Based,Based,Based
125_coral,generic,Based,The,3
126_coral,generic,3,3,2
127_coral,generic,The,The,3
128_coral,generic,2,Based,2
129_coral,generic,3,3,Given
12_coral,generic,12,12,I
130_coral,generic,Based,The,4
131_coral,generic,Based,4,4
132_coral,generic,2,The,After
134_coral,generic,The,The,The
135_coral,generic,6,6,6
136_coral,generic,3,2,2
137_coral,generic,The,1,The
138_coral,generic,3,3,3
139_coral,generic,3,3,3
13_coral,generic,2,2,2
140_coral,generic,Based,Given,I
141_coral,generic,The,The,2
142_coral,generic,4,The,4
143_coral,generic,3,The,3
144_coral,generic,3,The,Based
145_coral,generic,3,3,3
146_coral,generic,3,3,3
147_coral,generic,3,Given,Given
148_coral,generic,4,4,4
149_coral,generic,4,4,Based
150_coral,generic,3,3,Based
151_coral,generic,3,Based,I
152_coral,generic,The,3,3
153_coral,generic,The,3,The
154_coral,generic,2,2,Based
155_coral,generic,Based,Based,The
156_coral,generic,4,4,4
157_coral,generic,4,4,4
158_coral,generic,6,6,6
15_coral,generic,Based,Based,Based
160_coral,generic,3,3,The
161_coral,generic,Based,Based,Based
162_coral,generic,8,8,8
163_coral,generic,3,Given,The
164_coral,generic,2,2,2
165_coral,generic,The,The,The
166_coral,generic,2,The,I
167_coral,generic,3,3,Based
168_coral,generic,1,1,1
169_coral,generic,3,3,3
16_coral,generic,6,6,12
170_coral,generic,1,1,1
171_coral,generic,1,1,The
172_coral,generic,Based,Based,Given
173_coral,generic,Based,Based,Given
174_coral,generic,3,3,The
175_coral,generic,The,Based,3
176_coral,generic,Based,Based,I
177_coral,generic,The,Based,I
178_coral,generic,The,Based,The
179_coral,generic,3,The,Given
17_coral,generic,Based,Based,Based
180_coral,generic,3,3,3
181_coral,generic,The,The,The
182_coral,generic,3,3,The
183_coral,generic,Based,Based,6
184_coral,generic,3,Based,The
185_coral,generic,3,3,2
186_coral,generic,3,Based,3
187_coral,generic,2,2, 
188_coral,generic,4,Based,4
189_coral,generic,6,The,The
190_coral,generic,3,3,The
191_coral,generic,3,3,3
192_coral,generic,3,3,3
193_coral,generic,8,8,8
194_coral,generic,3,3,The
195_coral,generic,2,2,2
196_coral,generic,4,4,4
197_coral,generic,3,3,2
199_coral,generic,The,3,3
19_coral,generic,Based,The,1
1_coral,generic,3,3,The
20_coral,generic,4,4,4
21_coral,generic,Based,Based,As
22_coral,generic,3,3,3
23_coral,generic,Based,Based,Given
24_coral,generic,3,3,Based
25_coral,generic,Based,The,The
26_coral,generic,Based,Based,Based
27_coral,generic,The,The,3
28_coral,generic,Based,Based,5
29_coral,generic,The,The,After
30_coral,generic,The,The,4
31_coral,generic,The,The,3
32_coral,generic,6,6,6
33_coral,generic,6,6,6
34_coral,generic,6,6,6
35_coral,generic,The,It,Next
36_coral,generic,The,The,6
37_coral,generic,3,3,Based
38_coral,generic,The,4,The
39_coral,generic,3,3,3
3_coral,generic,6,6,6
40_coral,generic,Based,Based,Given
41_coral,generic,4,4,4
42_coral,generic,6,The,The
43_coral,generic,2,The,The
44_coral,generic,I,Based,I
45_coral,generic,3,Based,3
46_coral,generic,Based,I,Based
47_coral,generic,The,Based,To
48_coral,generic,I,Based,6
49_coral,generic,Based,Based,I
4_coral,generic,3,Based,3
50_coral,generic,Based,The,Based
51_coral,generic,3,3,Based
52_coral,generic,6,6,5
53_coral,generic,The,4,Based
54_coral,generic,6,6,6
55_coral,generic,Based,Given,Given
56_coral,generic,Based,Based,The
57_coral,generic,6,Based,Based
58_coral,generic,6,6,6
5_coral,generic,Based,Based,The
60_coral,generic,Given,The,Based
62_coral,generic,Based,Based,Based
63_coral,generic,Based,Based,Given
64_coral,generic,The,2,The
65_coral,generic,The,Based,Based
66_coral,generic,3,The,Based
69_coral,generic,3,3,Based
6_coral,generic,3,Based,6
70_coral,generic,4,4,3
71_coral,generic,3,3,Based
72_coral,generic,4,4,4
73_coral,generic,3,3,3
74_coral,generic,The,The,Based
75_coral,generic,The,The,4
76_coral,generic,6,6,The
77_coral,generic,Based,3,Based
78_coral,generic,Based,Based,Based
79_coral,generic,Based,The,Considering
7_coral,generic,Based,Considering,The
80_coral,generic,Based,Based,Based
81_coral,generic,The,The,The
82_coral,generic,Based,The,Based
83_coral,generic,3,3,3
84_coral,generic,2,Based,2
85_coral,generic,3,3,4
87_coral,generic,3,Based,3
88_coral,generic,2,2,2
89_coral,generic,The,Based,The
8_coral,generic,Based,Based,Based
90_coral,generic,1,1,1
91_coral,generic,Based,The,The
92_coral,generic,The,Based,Following
93_coral,generic,6,6,6
94_coral,generic,Based,The,Based
95_coral,generic,6,6,6
97_coral,generic,Based,Based,After
98_coral,generic,2,2,2
99_coral,generic,Based,The,Based
9_coral,generic,6,The,The
