unique_id,type,response_0.0,response_0.7,response_1.0
176_coral,brand,6,6,The
177_coral,brand,Given,Given,Given
178_coral,brand,The,Given,The
179_coral,brand,Given,Given,Given
17_coral,brand,The,The,Given
180_coral,brand,Given,Ms,The
181_coral,brand,The,2,Since
182_coral,brand,Given,Given,The
183_coral,brand,The,The,6
184_coral,brand,Given,Given,The
185_coral,brand,Given,Given,Given
186_coral,brand,3,3,3
187_coral,brand,2,2,The
188_coral,brand,3,3,3
189_coral,brand,The,Given,6
190_coral,brand,3,3,3
191_coral,brand,2,2,The
192_coral,brand,The,Based,Given
193_coral,brand,2,2,2
194_coral,brand,Given,Given,Given
195_coral,brand,2,The,2
196_coral,brand,1,1,1
197_coral,brand,Given,Given,Given
199_coral,brand,Given,The,1
19_coral,brand,1,1,The
1_coral,brand,3,Based,3
20_coral,brand,3,The,3
21_coral,brand,The,6,3
22_coral,brand,3,3,Based
23_coral,brand,The,The,Based
24_coral,brand,The,Given,3
25_coral,brand,The,The,The
26_coral,brand,The,Based,Based
27_coral,brand,The,The,The
28_coral,brand,The,The,The
29_coral,brand,The,Given,Given
30_coral,brand,The,4,The
31_coral,brand,The,The,6
32_coral,brand,6,6,6
33_coral,brand,6,6,6
34_coral,brand,6,6,6
35_coral,brand,The,The,The
36_coral,brand,The,6,For
37_coral,brand,The,The,3
38_coral,brand,The,Based,Based
39_coral,brand,3,3,3
3_coral,brand,6,6,6
40_coral,brand,The,The,Given
41_coral,brand,The,1,The
42_coral,brand,The,The,3
43_coral,brand,The,The,2
44_coral,brand,Given,3,Given
45_coral,brand,3,3,Based
46_coral,brand,Based,Given,The
47_coral,brand,The,The,The
48_coral,brand,The,Based,The
49_coral,brand,Given,6,6
4_coral,brand,The,The,3
50_coral,brand,The,The,The
51_coral,brand,The,The,The
52_coral,brand,The,The,1
53_coral,brand,4,4,4
54_coral,brand,6,6,6
55_coral,brand,1,Given,Based
56_coral,brand,6,Given,The
57_coral,brand,6,6,6
58_coral,brand,6,6,6
5_coral,brand,3,The,3
60_coral,brand,The,The,The
62_coral,brand,The,Based,6
63_coral,brand,The,The,Based
64_coral,brand,The,The,1
65_coral,brand,The,The,The
66_coral,brand,The,Based,The
69_coral,brand,3,3,3
6_coral,brand,Given,The,Given
70_coral,brand,The,Given,The
71_coral,brand,The,The,3
72_coral,brand,4,4,4
73_coral,brand,3,The,The
74_coral,brand,The,The,Given
75_coral,brand,The,The,The
76_coral,brand,The,The,3
77_coral,brand,Given,Given,Given
78_coral,brand,Given,The,Given
79_coral,brand,The,The,The
7_coral,brand,The,6,Based
80_coral,brand,The,The,Based
81_coral,brand,The,The,The
82_coral,brand,The,6,The
83_coral,brand,Given,The,The
84_coral,brand,2,The,Given
85_coral,brand,The,Based,6
87_coral,brand,3,The,3
88_coral,brand,2,2,2
89_coral,brand,1,1,1
8_coral,brand,6,Based,6
90_coral,brand,1,1,1
91_coral,brand,The,The,Given
92_coral,brand,The,The,The
93_coral,brand,6,6,6
94_coral,brand,The,Based,The
95_coral,brand,The,The,The
97_coral,brand,1,1,1
98_coral,brand,The,2,The
99_coral,brand,Given,Given,3
9_coral,brand,6,6,6
0_coral,generic,The,Based,Considering
101_coral,generic,3,3,3
103_coral,generic,3,3,3
104_coral,generic,2,2,The
105_coral,generic,4,4,4
106_coral,generic,3,3,4
107_coral,generic,3,The,3
108_coral,generic,Based,3,I
109_coral,generic,3,3,Based
10_coral,generic,Based,The,Based
110_coral,generic,3,3,Considering
111_coral,generic,2,2,2
112_coral,generic,2,2,2
113_coral,generic,Based,The,6
114_coral,generic,3,3,The
115_coral,generic,3,Given,3
116_coral,generic,6,3,5
117_coral,generic,Based,3,3
119_coral,generic,12,12,12
11_coral,generic,The,Based,4
120_coral,generic,Given,Given,1
121_coral,generic,Based,The,Based
122_coral,generic,3,3,3
123_coral,generic,3,3,3
124_coral,generic,3,3,Considering
125_coral,generic,Based,Based,Based
126_coral,generic,3,Based,Given
127_coral,generic,The,3,3
128_coral,generic,2,2,2
129_coral,generic,3,3,3
12_coral,generic,12,I,12
130_coral,generic,Based,Based,The
131_coral,generic,Based,Based,Considering
132_coral,generic,2,2,2
134_coral,generic,The,2,The
135_coral,generic,6,6,Based
136_coral,generic,3,3,3
137_coral,generic,The,The,The
138_coral,generic,3,The,Given
139_coral,generic,3,3,3
13_coral,generic,2,The,2
140_coral,generic,3,Based,I
141_coral,generic,The,Based,The
142_coral,generic,4,4,4
143_coral,generic,3,3,After
144_coral,generic,The,6,The
145_coral,generic,3,3,3
146_coral,generic,3,3,The
147_coral,generic,Given,3,3
148_coral,generic,4,4,Based
149_coral,generic,4,4,The
150_coral,generic,3,3,3
151_coral,generic,3,The,Based
152_coral,generic,3,Based,3
153_coral,generic,The,The,3
154_coral,generic,3,3,2
155_coral,generic,Based,1,Based
156_coral,generic,4,4,4
157_coral,generic,4,4,4
158_coral,generic,6,6,6
15_coral,generic,Based,Based,Based
160_coral,generic,3,3,3
161_coral,generic,Based,Based,Based
162_coral,generic,8,8,8
163_coral,generic,3,Based,6
164_coral,generic,2,2,The
165_coral,generic,The,The,The
166_coral,generic,Based,The,2
167_coral,generic,3,3,3
168_coral,generic,1,1,1
169_coral,generic,3,3,3
16_coral,generic,6,3,3
170_coral,generic,1,1,1
171_coral,generic,1,1,1
172_coral,generic,Based,Based,3
173_coral,generic,Based,Based,Based
174_coral,generic,3,3,3
175_coral,generic,1,Based,The
176_coral,generic,Based,Based,Based
177_coral,generic,Based,The,I
178_coral,generic,The,The,I
179_coral,generic,3,3,4
17_coral,generic,Based,Based,Based
180_coral,generic,3,3,4
181_coral,generic,Based,The,The
182_coral,generic,3,The,The
183_coral,generic,Based,The,The
184_coral,generic,3,3,2
185_coral,generic,3,Based,3
186_coral,generic,3,3,3
187_coral,generic,2,2,Based
188_coral,generic,4,4,3
189_coral,generic,The,6,The
190_coral,generic,3,3,3
191_coral,generic,3,3,3
192_coral,generic,3,4,3
193_coral,generic,8,8,8
194_coral,generic,3,3,3
195_coral,generic,2,2,2
196_coral,generic,4,4,4
197_coral,generic,3,Given,3
199_coral,generic,3,Based,4
19_coral,generic,1,3,3
1_coral,generic,3,3,3
20_coral,generic,4,4,Based
21_coral,generic,Based,Based,Based
22_coral,generic,3,Based,3
23_coral,generic,The,Based,The
24_coral,generic,Based,Based,4
25_coral,generic,Based,I,Based
26_coral,generic,Based,Based,The
27_coral,generic,The,The,Based
28_coral,generic,Based,3,3
29_coral,generic,The,The,The
30_coral,generic,The,Based,3
31_coral,generic,The,The,3
32_coral,generic,6,6,6
33_coral,generic,6,6,6
34_coral,generic,6,6,6
35_coral,generic,3,3,Based
36_coral,generic,The,6,Based
37_coral,generic,3,Based,Considering
38_coral,generic,The,The,The
39_coral,generic,3,3,We
3_coral,generic,6,6,6
40_coral,generic,Based,Based,Given
41_coral,generic,4,4,4
42_coral,generic,Based,6,Given
43_coral,generic,2,2,1
44_coral,generic,I,The,I
45_coral,generic,Based,3,3
46_coral,generic,Based,Based,Based
47_coral,generic,The,The,The
48_coral,generic,Based,Given,Given
49_coral,generic,Based,Based,Considering
4_coral,generic,3,Based,The
50_coral,generic,Based,The,The
51_coral,generic,3,Based,3
52_coral,generic,6,The,6
53_coral,generic,Based,The,Based
54_coral,generic,6,6,6
55_coral,generic,Based,4,Based
56_coral,generic,Based,The,Based
57_coral,generic,6,6,6
58_coral,generic,6,6,6
5_coral,generic,Based,The,Based
60_coral,generic,Based,6,Based
62_coral,generic,The,6,6
63_coral,generic,Based,The,5
64_coral,generic,The,2,Given
65_coral,generic,The,Based,Given
66_coral,generic,3,3,3
69_coral,generic,3,3,3
6_coral,generic,3,The,The
70_coral,generic,4,The,4
71_coral,generic,3,3,3
72_coral,generic,4,4,4
73_coral,generic,3,3,Based
74_coral,generic,The,The,4
75_coral,generic,The,The,9
76_coral,generic,6,6,6
77_coral,generic,Based,The,Given
78_coral,generic,Based,Based,The
79_coral,generic,Based,Based,Regarding
7_coral,generic,Based,The,Based
80_coral,generic,Based,Based,Given
81_coral,generic,The,The,Based
82_coral,generic,Based,Based,3
83_coral,generic,3,3,The
84_coral,generic,2,2,The
85_coral,generic,3,Given,3
87_coral,generic,Based,Based,Based
88_coral,generic,2,3,3
89_coral,generic,The,Considering,Based
8_coral,generic,Based,Based,Based
90_coral,generic,1,1,1
91_coral,generic,The,Based,Based
92_coral,generic,The,Based,The
93_coral,generic,6,6,According
94_coral,generic,Based,The,The
95_coral,generic,Based,Based,6
97_coral,generic,Based,The,Given
98_coral,generic,2,2,2
99_coral,generic,Based,Based,Given
9_coral,generic,6,6,6
