unique_id,type,response_0.0,response_0.7,response_1.0
130_coral,generic,Based,Based,Based
131_coral,generic,Based,The,4
132_coral,generic,2,Considering,2
134_coral,generic,2,2,The
135_coral,generic,6,Given,6
136_coral,generic,3,2,3
137_coral,generic,1,1,1
138_coral,generic,Based,3,The
139_coral,generic,3,3,3
13_coral,generic,2,The,2
140_coral,generic,Based,3,Based
141_coral,generic,The,1,1
142_coral,generic,4,The,The
143_coral,generic,3,3,3
144_coral,generic,3,6,The
145_coral,generic,3,3,3
146_coral,generic,3,3,3
147_coral,generic,Given,Based,3
148_coral,generic,4,The,4
149_coral,generic,Based,4,The
150_coral,generic,3,Based,3
151_coral,generic,3,3,3
152_coral,generic,3,The,The
153_coral,generic,3,3,3
154_coral,generic,2,3,3
155_coral,generic,Based,3,The
156_coral,generic,4,4,The
157_coral,generic,4,4,4
158_coral,generic,6,6,6
15_coral,generic,Based,Based,Based
160_coral,generic,3,3,Based
161_coral,generic,Based,Based,Based
162_coral,generic,8,8,8
163_coral,generic,3,3,3
164_coral,generic,2,The,The
165_coral,generic,The,2,The
166_coral,generic,Based,The,The
167_coral,generic,3,3,3
168_coral,generic,1,1,1
169_coral,generic,3,3,3
16_coral,generic,3,Based,Based
170_coral,generic,1,1,1
171_coral,generic,1,1,1
172_coral,generic,Based,4,Based
173_coral,generic,Based,Given,Based
174_coral,generic,3,3,3
175_coral,generic,Based,1,Since
176_coral,generic,Based,The,Based
177_coral,generic,Based,Considering,3
178_coral,generic,The,The,Based
179_coral,generic,3,3,3
17_coral,generic,Based,Based,The
180_coral,generic,3,The,The
181_coral,generic,The,The,The
182_coral,generic,3,3,Considering
183_coral,generic,Based,The,Following
184_coral,generic,3,3,4
185_coral,generic,3,3,3
186_coral,generic,3,3,3
187_coral,generic,2,2,2
188_coral,generic,4,4,4
189_coral,generic,6,Based,The
190_coral,generic,3,3,3
191_coral,generic,3,3,3
192_coral,generic,3,3,3
193_coral,generic,8,8,8
194_coral,generic,3,3,3
195_coral,generic,2,2,2
196_coral,generic,4,4,4
197_coral,generic,Based,Based,3
199_coral,generic,3,The,The
19_coral,generic,1,The,Based
1_coral,generic,3,3,Based
20_coral,generic,4,3,The
21_coral,generic,Based,Given,3
22_coral,generic,3,3,3
23_coral,generic,Based,6,Based
24_coral,generic,3,Based,Given
25_coral,generic,Based,Based,Based
26_coral,generic,Based,Based,Based
27_coral,generic,The,After,The
28_coral,generic,Based,Based,3
29_coral,generic,The,Given,3
30_coral,generic,The,Based,3
31_coral,generic,The,The,Based
32_coral,generic,6,6,6
33_coral,generic,6,6,6
34_coral,generic,6,6,6
35_coral,generic,The,Given,Based
36_coral,generic,The,Based,Based
37_coral,generic,3,3,Based
38_coral,generic,The,The,The
39_coral,generic,3,3,3
3_coral,generic,6,6,6
40_coral,generic,Based,Based,The
41_coral,generic,4,4,4
42_coral,generic,Based,Based,Based
43_coral,generic,2,2,2
44_coral,generic,I,The,Given
45_coral,generic,3,3,The
46_coral,generic,Based,Based,Based
47_coral,generic,The,Given,Considering
48_coral,generic,Based,I,I
49_coral,generic,Based,The,The
4_coral,generic,Based,The,3
50_coral,generic,Based,The,The
51_coral,generic,Based,3,Based
52_coral,generic,6,6,6
53_coral,generic,Based,The,The
54_coral,generic,6,6,6
55_coral,generic,Based,The,Based
56_coral,generic,Based,The,The
57_coral,generic,6,6,6
58_coral,generic,6,6,6
5_coral,generic,Based,Based,The
60_coral,generic,Based,6,6
62_coral,generic,Based,The,The
63_coral,generic,Based,The,The
64_coral,generic,2,2,3
65_coral,generic,The,Based,4
66_coral,generic,3,3,Based
69_coral,generic,3,3,3
6_coral,generic,3,Based,3
70_coral,generic,I,6,3
71_coral,generic,3,3,3
72_coral,generic,4,4,4
73_coral,generic,3,3,3
74_coral,generic,The,Based,Considering
75_coral,generic,The,The,Based
76_coral,generic,Based,The,6
77_coral,generic,Based,The,3
78_coral,generic,Based,Based,Given
79_coral,generic,Based,Based,The
7_coral,generic,Based,Based,Based
80_coral,generic,Based,Based,The
81_coral,generic,The,The,Based
82_coral,generic,3,Based,Based
83_coral,generic,3,3,With
84_coral,generic,2,Based,2
85_coral,generic,3,3,6
87_coral,generic,Based,Based,3
88_coral,generic,2,2,The
89_coral,generic,The,The,As
8_coral,generic,Based,Based,The
90_coral,generic,1,1,1
91_coral,generic,Based,Based,Based
92_coral,generic,The,Based,The
93_coral,generic,6,6,Based
94_coral,generic,The,The,The
95_coral,generic,6,Based,6
97_coral,generic,1,Based,The
98_coral,generic,2,2,2
99_coral,generic,The,Given,The
9_coral,generic,6,6,6
