unique_id,type,response_0.0,response_0.7,response_1.0
183,brand,6,The,7
184,brand,6,6,6
185,brand,6,The,6
186,brand,Based,Based,Based
187,brand,6,6,Given
188,brand,12,Based,12
189,brand,6,Given,Considering
19,brand,24,24,Based
190,brand,12,Based,Based
191,brand,6,12,Based
192,brand,6,Based,6
193,brand,Based,Given,Given
194,brand,6,6,6
195,brand,The,6,6
196,brand,6,6,6
197,brand,Given,3,Based
199,brand,6,6,6
20,brand,Based,120,Based
21,brand,Based,Given,Based
22,brand,Based,Given,Based
23,brand,Based,24,Based
24,brand,6,Given,Given
25,brand,The,The,The
26,brand,12,Given,24
27,brand,Based,Based,The
28,brand,Based,Based,63
29,brand,24,24,27
3,brand,Based,Given,Given
30,brand,6,6,6
31,brand,Given,Given,Given
32,brand,Based,Based,Based
33,brand,Given,The,Given
34,brand,Based,Based,The
35,brand,Based,Based,The
36,brand,The,Based,60
37,brand,Based,12,4
38,brand,The,Based,6
39,brand,Based,Considering,36
4,brand,Based,The,Based
40,brand,Based,The,Based
41,brand,Based,Based,Based
42,brand,Based,Given,Given
43,brand,Based,Based,The
44,brand,The,The,6
45,brand,Based,Based,Based
46,brand,The,The,The
47,brand,The,The,The
48,brand,Based,Based,Based
49,brand,Given,Based,The
5,brand,Based,Based,Based
50,brand,The,The,The
51,brand,Based,Given,Based
52,brand,Based,Based,Considering
53,brand,24,The,24
54,brand,Based,Given,120
55,brand,The,Given,The
56,brand,18,Given,18
57,brand,Based,Based,Based
58,brand,Based,Based,Based
6,brand,The,6,12
60,brand,Based,Based,Based
62,brand,Based,The,Based
63,brand,Based,The,24
64,brand,Based,Based,30
65,brand,12,12,20
66,brand,6,6,Given
69,brand,Based,Based,24
7,brand,Given,Given,Based
70,brand,24,24,Based
71,brand,Based,Based,96
72,brand,Based,Based,The
73,brand,Given,Given,12
74,brand,Based,Based,Based
75,brand,12,Based,Based
76,brand,Based,The,The
77,brand,6,6,4
78,brand,Given,Given,Given
79,brand,Based,Based,Based
8,brand,Based,The,The
80,brand,Based,Based,Given
81,brand,Based,Given,Given
82,brand,Based,The,The
83,brand,6,6,Given
84,brand,6,6,4
85,brand,The,12,Given
87,brand,6,Given,6
88,brand,Based,Based,Based
89,brand,Based,Based,Based
9,brand,Based,Based,Based
90,brand,12,6,Given
91,brand,6,Based,6
92,brand,Based,Based,74
93,brand,Based,Based,Based
94,brand,Based,Based,Given
95,brand,Based,Given,Based
97,brand,Based,Considering,The
98,brand,Based,Given,Given
99,brand,Based,Based,Based
0,generic,The,Based,Unfortunately
1,generic,Based,Based,Unfortunately
10,generic,Based,Based,Based
101,generic,The,Based,The
103,generic,2,2,2
104,generic,Based,Based,Based
105,generic,Based,Based,12
106,generic,12,12,The
107,generic,Based,Based,Based
108,generic,Based,Based,I
109,generic,Based,Based,Based
11,generic,Based,Given,4
110,generic,The,Taking,Based
111,generic,The,Based,The
112,generic,Based,3,Based
113,generic,Based,Based,Based
114,generic,The,Based,The
115,generic,The,The,The
116,generic,Based,Based,Based
117,generic,The,Based,The
119,generic,Based,Based,Based
12,generic,60,60,This
120,generic,1,1,1
121,generic,Based,Based,Based
122,generic,Based,The,3
123,generic,The,The,Given
124,generic,Based,Based,Based
125,generic,Based,Based,The
126,generic,Based,The,Based
127,generic,Based,Based,The
128,generic,Based,Based,Taking
129,generic,Based,Based,Based
13,generic,Based,The,The
130,generic,Based,The,Pro
131,generic,Based,The,Based
132,generic,Based,Based,The
134,generic,The,Based,The
135,generic,Based,Based,The
136,generic,The,The,The
137,generic,Based,Based,Based
138,generic,The,The,4
139,generic,Based,Based,Based
140,generic,Based,Based,I
141,generic,Based,I,Based
142,generic,Based,Based,Based
143,generic,Based,Considering,Considering
144,generic,The,The,12
145,generic,I,I,Based
146,generic,Based,Based,Based
147,generic,The,Based,The
148,generic,Based,The,The
149,generic,Based,Based,Based
15,generic,The,The,60
150,generic,Based,Taking,Based
151,generic,The,The,Based
152,generic,Based,Considering,The
153,generic,Based,The,The
154,generic,Based,Based,Based
155,generic,Based,Based,Based
156,generic,12,12,12
157,generic,Based,Based,Based
158,generic,Based,Given,The
16,generic,Based,I,Given
160,generic,Based,Based,Based
161,generic,Based,Given,The
162,generic,The,The,The
163,generic,Based,3,The
164,generic,Based,Based,Based
165,generic,Based,The,The
166,generic,Based,Based,Based
167,generic,Based,The,I
168,generic,Based,Based,Approx
169,generic,Based,Based,Based
17,generic,The,The,The
170,generic,Based,The,The
171,generic,The,The,The
172,generic,Based,Based,The
173,generic,Based,Based,12
174,generic,Based,Based,Based
175,generic,Based,Based,Given
176,generic,Based,The,Based
177,generic,Based,The,The
178,generic,Based,The,Based
179,generic,Based,Given,Based
180,generic,Based,Based,2
181,generic,Based,Based,Based
182,generic,Based,Based,The
183,generic,Based,The,Approx
184,generic,The,Based,The
185,generic,I,Based,The
186,generic,Based,Pro,Based
187,generic,Based,Based,The
188,generic,Based,The,Considering
189,generic,Based,The,The
19,generic,Based,Based,The
190,generic,Based,I,I
191,generic,Based,Based,Taking
192,generic,Based,Based,Based
193,generic,Based,Based,Based
194,generic,Based,Based,Given
195,generic,The,Taking,The
196,generic,Based,Based,Given
197,generic,Based,Based,Based
199,generic,Based,Taking,Based
20,generic,The,The,Given
21,generic,Based,Based,Based
22,generic,The,The,The
23,generic,Based,The,Based
24,generic,The,The,The
25,generic,The,I,Considering
26,generic,Based,Based,Based
27,generic,60,The,Based
28,generic,Based,Based,This
29,generic,The,The,The
3,generic,The,The,The
30,generic,Based,Given,Based
31,generic,Based,Based,Based
32,generic,Based,Based,Based
33,generic,12,12,I
34,generic,The,Based,Based
35,generic,Based,The,6
36,generic,The,Based,The
37,generic,Based,Based,Based
38,generic,The,The,Based
39,generic,12,12,12
4,generic,Based,5,The
40,generic,The,Considering,Approx
41,generic,36,60,48
42,generic,Based,Based,Based
43,generic,Based,Based,The
44,generic,Based,Based,The
45,generic,12,12,Based
46,generic,The,The,The
47,generic,The,Based,The
48,generic,Based,Based,The
49,generic,Based,Based,Based
5,generic,The,The,Based
50,generic,Based,Based,Based
51,generic,Based,The,The
52,generic,The,Based,The
53,generic,Based,Based,Given
54,generic,60,The,60
55,generic,The,12,The
56,generic,Based,Based,Based
57,generic,Based,The,18
58,generic,Based,12,Given
6,generic,Based,Based,Based
60,generic,The,The,18
62,generic,12,12,24
63,generic,The,The,Based
64,generic,The,The,Based
65,generic,The,12,The
66,generic,The,The,Taking
69,generic,12,12,Based
7,generic,Based,Based,The
70,generic,The,The,24
71,generic,The,The,Based
72,generic,The,12,Based
73,generic,12,The,The
74,generic,The,Based,Based
75,generic,Based,Based,10
76,generic,36,36,The
77,generic,Based,Based,The
78,generic,Based,Based,Based
79,generic,Based,Based,Based
8,generic,Based,Based,I
80,generic,Based,The,The
81,generic,The,The,The
82,generic,Based,12,With
83,generic,Based,Based,Based
84,generic,Based,Based,The
85,generic,The,The,The
87,generic,The,Based,The
88,generic,Based,The,The
89,generic,Based,Based,Based
9,generic,Based,Based,Given
90,generic,Based,Based,Based
91,generic,Based,Based,Considering
92,generic,Based,The,The
93,generic,Based,Based,Based
94,generic,Based,Based,Taking
95,generic,The,Based,It
97,generic,Based,Based,Considering
98,generic,The,Based,Based
99,generic,Based,Based,Based
