unique_id,type,response_0.0,response_0.7,response_1.0
10_tecentriq_Cutaneous_toxicities_4_differential,brand,"1. Drug reaction or side effect from the combination therapy of biocarb + abitaxel + altuzan + tecentriq
2. Paraneoplastic syndrome associated with stage IV NSCLC
3. Dermatological condition unrelated to cancer or treatment, such as psoriasis","1. Drug rash or reaction to one of the medications (biocarb, abitaxel, altuzan, tecentriq)
2. Paraneoplastic syndrome associated with stage IV NSCLC
3. Cutaneous metastasis from the lung cancer","1. Cutaneous side effect of tecentriq (atezolizumab) - Tecentriq is an immune checkpoint inhibitor used to treat NSCLC and can cause skin-related side effects such as rash, pruritus, and skin lesions.
2. Cutaneous side effect of abitaxel (albumin-bound paclitaxel) - Abraxane, an albumin-bound form of paclitaxel, can also cause skin reactions including rash and skin changes.
3. Dermatitis secondary to other causes - Given the patient's cancer diagnosis and treatments, other potential causes of the skin symptoms could include dermatitis related to the cancer itself, underlying skin conditions, or reactions to other medications."
10_tecentriq_Cutaneous_toxicities_5_differential,brand,"1. Chemotherapy-induced skin changes
2. Hypopigmentation due to biocarb, abitaxel, altuzan, or tecentriq
3. Paraneoplastic syndrome related to stage IV NSCLC","1. Hypopigmentation due to the cancer treatment combination therapy (biocarb + abitaxel + altuzan + tecentriq)
2. Dermatological side effect of one of the cancer medications
3. Metastasis to the skin","1. Skin hypopigmentation due to biocarb, abitaxel, altuzan, or tecentriq combination therapy
2. Skin hypopigmentation due to underlying stage IV NSCLC
3. Skin hypopigmentation due to other unknown causes"
10_tecentriq_Cutaneous_toxicities_6_differential,brand,"1. Cutaneous side effects of biocarb + abitaxel + altuzan + tecentriq combination therapy
2. Drug reaction
3. Infection","1. Cutaneous side effects from biocarb + abitaxel + altuzan + tecentriq combination therapy
2. Dermatitis or skin infection unrelated to cancer treatment
3. Allergic reaction to a medication or environmental trigger","1. Drug reaction or side effect from biocarb, abitaxel, altuzan, or tecentriq
2. Infection or dermatitis related to compromised immune system from cancer and treatment
3. Other dermatological conditions unrelated to cancer or treatment"
10_tecentriq_Cutaneous_toxicities_7_differential,brand,"1. Drug reaction/allergy to one of the medications in the combination therapy (biocarb, abitaxel, altuzan, tecentriq)
2. Allergic reaction to a new medication or environmental trigger
3. Autoimmune reaction related to the cancer or cancer treatment","1. Drug reaction/allergy to one of the medications in the combination therapy (biocarb, abitaxel, altuzan, tecentriq)
2. Allergic reaction to a non-cancer medication or another substance
3. Idiopathic urticaria (hives of unknown cause)","['Drug hypersensitivity reaction to one of the medications (such as tecentriq, abitaxel, or altuzan)', 'Allergic reaction unrelated to cancer treatment', 'Infection or other underlying medical condition']"
10_tecentriq_Cutaneous_toxicities_8_differential,brand,"1. Drug reaction (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Infection (fever, widespread rash)
3. Dermatologic toxicity from immunotherapy (tecentriq)","1. Drug Reaction (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Infection (fever, widespread rash)
3. Acute Radiation Dermatitis (possible side effect of cancer treatment)","1. Drug reaction (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Infection
3. Stevens-Johnson syndrome / Toxic epidermal necrolysis"
10_tecentriq_Cutaneous_toxicities_9_differential,brand,"1. Drug-induced facial swelling (side effect of biocarb, abitaxel, altuzan, or tecentriq)
2. Allergic reaction
3. Fluid retention due to the cancer itself or other comorbid conditions","['1. Periorbital edema secondary to biocarb + abitaxel + altuzan + tecentriq combination therapy',
'2. Allergic reaction to one of the medications in the treatment regimen',
'3. Fluid retention related to advanced stage IV NSCLC']","1. Drug reaction/allergy to one of the current cancer treatments (biocarb, abitaxel, altuzan, tecentriq)
2. Side effect of the combination therapy causing fluid retention
3. Angioedema related to a potential allergic reaction"
10_tecentriq_Endocrine_toxicities_0_differential,brand,"1. Chemotherapy-induced side effects such as headaches and visual disturbances
2. Metastasis to the brain from stage IV NSCLC
3. Medication side effects from the combination therapy including biocarb, abitaxel, altuzan, and tecentriq","1. Chemotherapy-induced side effects such as headaches and visual disturbances
2. Metastasis to the brain from stage IV NSCLC
3. Ocular side effects from tecentriq (atezolizumab)","1. Drug-induced side effects from biocarb + abitaxel + altuzan + tecentriq combination therapy
2. Brain metastases from stage IV NSCLC
3. Drug-induced headaches from the cancer treatments"
10_tecentriq_Endocrine_toxicities_1_differential,brand,"1. Anemia due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq)
2. Hypothyroidism
3. Infection","1. Side effect of biocarb, abitaxel, altuzan, or tecentriq combination therapy
2. Anemia secondary to stage IV NSCLC
3. Hypothyroidism","1. Side effect of tecentriq (immune checkpoint inhibitor) causing cold intolerance
2. Anemia secondary to NSCLC or cancer treatment causing feeling cold
3. Hypothyroidism as a potential side effect of biocarb or due to other factors"
10_tecentriq_Endocrine_toxicities_2_differential,brand,"1. Cancer-related fatigue
2. Anemia
3. Cachexia","1. Cancer-related fatigue
2. Anemia
3. Weight loss due to cancer cachexia","1. Treatment-related fatigue
2. Cancer cachexia
3. GERD-related weight changes"
10_tecentriq_Endocrine_toxicities_3_differential,brand,"1. Chemotherapy-induced anemia
2. Chemotherapy-induced fatigue
3. Chemotherapy-induced nausea/vomiting","1. Side effects of the current cancer treatment regimen (biocarb + abitaxel + altuzan + tecentriq)
2. Anemia secondary to stage IV NSCLC
3. Gastroesophageal reflux disease (GERD) or its treatment-related side effects","1. Chemotherapy-induced anemia leading to dizziness and lightheadedness
2. Hypotension as a side effect of the combination therapy medications
3. Dehydration as a result of treatment side effects or poor oral intake"
10_tecentriq_Endocrine_toxicities_4_differential,brand,"1. Side effect of the combination therapy (biocarb + abitaxel + altuzan + tecentriq) causing increased urination and thirst.
2. Hyperglycemia secondary to corticosteroid use in the treatment regimen.
3. Diabetes insipidus as a potential side effect of the cancer treatment or as a paraneoplastic syndrome related to the lung cancer.","1. Side effects of the medications (biocarb, abitaxel, altuzan, tecentriq): These symptoms could be related to the side effects of the current cancer treatments the patient is receiving. For example, increased urination and thirst can be seen with certain medications like tecentriq.

2. Hyperglycemia: The symptoms of increased urination and thirst can also be indicative of high blood sugar levels, which can be a side effect of some cancer treatments or could be related to an underlying condition such as diabetes. 

3. Diabetes insipidus: Although less common, diabetes insipidus is a condition that can cause increased urination and thirst. It can be triggered by certain medications or associated with other medical conditions like lung cancer.","1. Side effects of the combination therapy (biocarb + abitaxel + altuzan + tecentriq) - in particular, tecentriq can cause increased urination and thirst as it may affect the kidneys.

2. Hyperglycemia or diabetes mellitus - the symptoms of increased urination and thirst can also be indicative of high blood sugar levels, especially in the setting of cancer treatment that can sometimes lead to glucose dysregulation.

3. Dehydration - although less likely given the patient's reported symptoms, it is important to consider dehydration as a potential cause of increased thirst and urination, especially in the context of cancer treatment which can sometimes lead to fluid imbalances."
10_tecentriq_GI_toxicities_0_differential,brand,"1. Gastroesophageal reflux disease (GERD) exacerbation
2. Side effects of biocarb + abitaxel + altuzan + tecentriq combination therapy
3. Infectious gastroenteritis","['Gastroesophageal reflux disease (GERD)', 'Gastrointestinal side effects from cancer treatment (biocarb + abitaxel + altuzan + tecentriq)', 'Infection or colitis secondary to immunosuppression from cancer treatment']","1. Gastroesophageal reflux disease (GERD) exacerbation
2. Side effects of biocarb + abitaxel + altuzan + tecentriq combination therapy
3. Infectious gastroenteritis"
10_tecentriq_GI_toxicities_1_differential,brand,"1. Gastrointestinal bleeding related to the patient's history of GERD and the use of medications such as prilosec.
2. Infectious colitis or gastrointestinal infection due to the presence of blood and mucus in the stool.
3. Immune-related colitis or colitis secondary to the patient's current cancer treatment with tecentriq, which is an immune checkpoint inhibitor.","1. Gastrointestinal bleeding related to the patient's history of GERD and possible gastrointestinal side effects of the cancer treatment regimen.

2. Infectious colitis or colonic infection due to the presence of blood and mucus in the stool, which may be related to immunosuppression from the cancer treatment.

3. Drug-induced colitis or gastrointestinal toxicity from the combination therapy of biocarb, abitaxel, altuzan, and tecentriq, which can cause gastrointestinal symptoms such as blood in stool and fever.","1. Possible side effect or complication of the ongoing combination cancer therapy including biocarb, abitaxel, altuzan, and tecentriq leading to gastrointestinal (GI) symptoms such as blood and mucus in the stool.
2. Gastrointestinal (GI) bleeding related to a comorbidity such as GERD or other GI conditions.
3. Infectious colitis or inflammatory bowel disease as a result of the patient's weakened immune system due to cancer and ongoing cancer treatments."
10_tecentriq_GI_toxicities_2_differential,brand,"1. Hepatotoxicity secondary to the combination therapy of biocarb + abitaxel + altuzan + tecentriq
2. Gastroesophageal reflux disease (GERD) exacerbation
3. Biliary obstruction due to advanced stage IV non-small cell lung cancer","1. Hepatotoxicity secondary to the combination therapy of biocarb, abitaxel, altuzan, and tecentriq
2. Gastroesophageal reflux disease exacerbation
3. Disease progression of stage IV non-small cell lung cancer","1. Hepatotoxicity due to the combination therapy of biocarb + abitaxel + altuzan + tecentriq
2. Gastroesophageal reflux disease (GERD) exacerbation
3. Biliary obstruction due to disease progression of stage IV NSCLC"
10_tecentriq_GI_toxicities_3_differential,brand,"1. Drug-induced liver injury
2. Gastric ulcer
3. Acute kidney injury","1. Liver toxicity from the combination therapy (biocarb + abitaxel + altuzan + tecentriq)
2. Gastric ulcer related to GERD
3. Acute kidney injury from the chemotherapy medications","1. Chemotherapy-induced liver injury 
2. Gastritis or peptic ulcer disease related to the combination therapy 
3. Renal toxicity related to the medications provided"
10_tecentriq_GI_toxicities_4_differential,brand,"1. Mucositis secondary to chemotherapy (biocarb + abitaxel + altuzan + tecentriq)
2. Gingivitis
3. Side effect of prilosec (possible drug-induced bleeding gums)","1. Mucositis secondary to chemotherapy
2. Gingivitis
3. Thrombocytopenia","1. Mucositis due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Periodontal disease exacerbated by chemotherapy-induced immunosuppression
3. Gingivitis 

]"
10_tecentriq_GI_toxicities_5_differential,brand,"1. Thrombocytopenia due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq)
2. Drug-induced coagulopathy
3. Metastatic disease involving bone or liver","[
1. Thrombocytopenia due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq)
2. Drug-induced coagulopathy
3. Metastatic spread to bone marrow causing thrombocytopenia
]","1. Thrombocytopenia due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq)
2. Coagulopathy secondary to cancer (stage IV NSCLC)
3. Drug-induced side effect from the combination therapy"
10_tecentriq_Hematologic_toxicities_0_differential,brand,"1. Fatigue and shortness of breath related to the side effects of the combination therapy (biocarb + abitaxel + altuzan + tecentriq) for stage IV NSCLC.
2. Disease progression of stage IV NSCLC leading to increased tumor burden and associated symptoms such as fatigue and shortness of breath.
3. Anemia secondary to the cancer or cancer treatment contributing to fatigue and shortness of breath.","1. Anemia due to the cancer or its treatment
2. Fatigue related to the cancer diagnosis and treatment
3. Pulmonary embolism","- Anemia
- Cancer progression or metastasis
- Treatment-related side effects"
10_tecentriq_Hematologic_toxicities_1_differential,brand,"1. Thrombocytopenia due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq)
2. Drug-induced coagulopathy
3. Metastatic disease to the bone or liver","1. Thrombocytopenia due to chemotherapy (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Drug-induced coagulopathy
3. Metastatic disease involving the bone marrow","1. Thrombocytopenia related to chemotherapy (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Cancer-related coagulopathy due to advanced stage IV NSCLC
3. Possible drug interaction leading to increased bruising"
10_tecentriq_Hematologic_toxicities_2_differential,brand,"1. Bleeding secondary to antineoplastic therapy (biocarb + abitaxel + altuzan + tecentriq)
2. Gastrointestinal bleeding related to GERD
3. Coagulopathy related to advanced stage IV NSCLC","1. Bleeding secondary to lung cancer
2. Gastrointestinal bleeding due to GERD
3. Bleeding related to the antineoplastic therapy (biocarb + abitaxel + altuzan + tecentriq)","['1. Bleeding from lung cancer (NSCLC)', '2. Drug-related side effect (biocarb + abitaxel + altuzan + tecentriq)', '3. Gastrointestinal bleeding from GERD or Prilosec use']"
10_tecentriq_Hematologic_toxicities_3_differential,brand,"1. Infection: Fevers and night sweats are concerning for an underlying infection, which can be common in patients with cancer undergoing treatment.
2. Drug reaction: The patient is on multiple cancer treatments, which can sometimes cause drug reactions leading to fevers and night sweats.
3. Cancer progression: Given the patient's stage IV NSCLC, cancer progression should also be considered as a potential cause of these symptoms.","['1. Infection related to lung cancer or treatment (biocarb + abitaxel + altuzan + tecentriq)',
'2. Cancer-related fevers and night sweats from stage IV NSCLC',
'3. Drug-induced fever or side effects from biocarb + abitaxel + altuzan + tecentriq']","1. Infection secondary to immunosuppression from biocarb + abitaxel + altuzan + tecentriq combination therapy
2. Tumor fever related to the advanced stage IV NSCLC
3. Superimposed infection such as pneumonia or a urinary tract infection"
10_tecentriq_Lung_toxicities_0_differential,brand,"1. Lung cancer progression leading to increased cough due to the underlying disease process
2. Drug-induced cough as a side effect of the combination therapy including biocarb, abitaxel, altuzan, and tecentriq
3. Exacerbation of pre-existing GERD leading to cough symptoms","1. Drug-induced cough related to the combination therapy of biocarb + abitaxel + altuzan + tecentriq
2. Lung cancer-related cough secondary to stage IV NSCLC
3. GERD exacerbation causing cough symptoms","1. Treatment-related side effect (e.g., bronchitis, pneumonia)
2. Lung cancer progression
3. Acid reflux-related cough"
10_tecentriq_Lung_toxicities_1_differential,brand,"1. Pulmonary embolism
2. Disease progression of stage IV NSCLC
3. Treatment-related side effects such as pneumonitis","1. Progression of stage IV non-small cell lung cancer leading to worsening shortness of breath.
2. Treatment-related side effects of the biocarb + abitaxel + altuzan + tecentriq combination therapy.
3. Potential complications related to the patient's GERD exacerbating respiratory symptoms.","1. Pulmonary embolism
2. Progression of non-small cell lung cancer
3. Treatment-related side effect (e.g., pneumonitis from immunotherapy)"
10_tecentriq_Lung_toxicities_2_differential,brand,"1. Pneumonia
2. Pulmonary embolism
3. Drug-induced esophagitis","1. Pneumonia
2. Lung cancer progression
3. Treatment-related side effects","1. Pneumonia
2. Drug-induced esophagitis
3. Cancer progression or complications"
10_tecentriq_Musculoskeletal_toxicities_0_differential,brand,"1. Arthralgia and/or myalgia related to the side effects of the cancer treatment regimen (biocarb + abitaxel + altuzan + tecentriq)
2. Rheumatoid arthritis or another autoimmune disorder
3. Osteoarthritis","1. Arthralgia and/or arthritis related to the side effects of the cancer treatment regimen (biocarb + abitaxel + altuzan + tecentriq).
2. Rheumatoid arthritis or other autoimmune-related arthritis.
3. Osteoarthritis exacerbated by the patient's age and possibly by the cancer diagnosis.","1. Drug-induced arthritis
2. Rheumatoid arthritis
3. Osteoarthritis"
10_tecentriq_Musculoskeletal_toxicities_1_differential,brand,"1. Chemotherapy-induced myalgias and muscle weakness
2. Cancer-related fatigue
3. Potential drug interactions or side effects from the combination therapy","1. Chemotherapy-induced myopathy
2. Cancer-related fatigue
3. Side effects of biocarb + abitaxel + altuzan + tecentriq combination therapy","1. Chemotherapy-induced myalgias and muscle weakness
2. Side effects from biocarb, abitaxel, altuzan, and tecentriq combination therapy
3. Cancer-related fatigue"
10_tecentriq_Musculoskeletal_toxicities_2_differential,brand,"1. Myalgia and arthralgia related to the side effects of the cancer treatment regimen (biocarb + abitaxel + altuzan + tecentriq)
2. Musculoskeletal pain unrelated to cancer treatment
3. Possible early signs of metastasis to the bones from the stage IV NSCLC","1. Myalgia and arthralgia as a side effect of the current cancer treatment regimen (biocarb + abitaxel + altuzan + tecentriq)
2. Musculoskeletal pain related to the patient's cancer diagnosis of stage IV NSCLC
3. Possible musculoskeletal symptoms related to the patient's age and underlying conditions such as GERD","1. Medication-related myalgia (caused by biocarb, abitaxel, altuzan, tecentriq)
2. Musculoskeletal pain related to cancer progression
3. Arthralgia related to underlying GERD or other comorbidities"
10_tecentriq_Nervous_system_toxicities_0_differential,brand,"1. Chemotherapy-induced fatigue
2. Neuropathy from chemotherapy (unusual sensations in the body)
3. GERD-related symptoms (weakness)","1. Chemotherapy-induced fatigue
2. Neuropathy from chemotherapy
3. Anxiety or stress-related symptoms","1. Chemotherapy-related side effects
2. Cancer progression
3. Vitamin deficiency"
10_tecentriq_Nervous_system_toxicities_1_differential,brand,"1. Chemotherapy-induced cognitive impairment
2. Brain metastases from lung cancer
3. Medication side effect (e.g., tecentriq-induced headache)","1. Chemotherapy-induced cognitive impairment
2. Brain metastases from NSCLC
3. Medication side effect (e.g., biocarb, abitaxel, altuzan, tecentriq)","['1. Treatment-related side effects such as chemotherapy-induced fatigue and cognitive impairment', '2. Brain metastases from lung cancer', '3. Medication side effects, such as those from biocarb, abitaxel, altuzan, or tecentriq']"
10_tecentriq_Ocular_toxicities_0_differential,brand,"1. Drug-induced visual disturbances (possible side effect of biocarb, abitaxel, altuzan, or tecentriq)
2. Age-related changes in vision
3. Other ocular conditions unrelated to cancer or treatment","1. Medication side effect (biocarb + abitaxel + altuzan + tecentriq combination therapy)
2. Ocular side effects related to tecentriq (atezolizumab)
3. Age-related vision changes","1. Chemotherapy-induced ocular toxicity
2. Refractive error due to changes in vision
3. Optic nerve compression secondary to metastasis from lung cancer"
10_tecentriq_Ocular_toxicities_1_differential,brand,"1. Conjunctivitis (due to the sensitivity to light)
2. Drug-induced photosensitivity (possible side effect of the cancer treatment medications)
3. Eye strain or fatigue","1. Conjunctivitis (due to tecentriq)
2. Photophobia (due to tecentriq)
3. Dry eyes","- Conjunctivitis from a potential infection due to compromised immune system from cancer and ongoing combination therapy
- Drug-induced photosensitivity reaction from one of the cancer medications
- Eye strain or dry eyes as a side effect of tecentriq, a common immunotherapy side effect"
10_tecentriq_Ocular_toxicities_2_differential,brand,"1. Dry eye syndrome
2. Conjunctivitis
3. Eye irritation from chemotherapy medications","1. Dry eyes related to the combination therapy of biocarb + abitaxel + altuzan + tecentriq
2. Dry eyes related to age and underlying medical conditions (e.g., GERD)
3. Conjunctivitis or eye infection","1. Dry eye syndrome
2. Conjunctivitis
3. Drug-related side effect (e.g., tecentriq-induced ocular toxicity)"
10_tecentriq_Renal_toxicities_0_differential,brand,"1. Urinary tract infection (UTI)
2. Side effects of the current cancer treatment regimen (biocarb + abitaxel + altuzan + tecentriq)
3. Gastroesophageal reflux disease (GERD)","1. Drug-induced urinary changes (possible side effect of the cancer treatment regimen)
2. Drug-induced bloating (possible side effect of the cancer treatment regimen)
3. Gastroesophageal reflux disease (GERD) aggravation","'Urinary tract infection (UTI)', 'fluid retention due to chemotherapy', 'benign prostatic hyperplasia (BPH)']"
10_tecentriq_Renal_toxicities_1_differential,brand,"1. Chemotherapy-induced gastrointestinal toxicity
2. Gastroesophageal reflux disease exacerbation
3. Disease progression of stage IV NSCLC","['1. Gastrointestinal perforation related to the combination therapy (biocarb + abitaxel + altuzan + tecentriq)',
'2. Gastroesophageal reflux disease exacerbation',
'3. Disease progression in the setting of stage IV NSCLC']","1. Treatment-related gastrointestinal side effects (e.g., gastritis, colitis) from the combination therapy of biocarb + abitaxel + altuzan + tecentriq.
2. Gastric or duodenal ulcer due to the use of multiple medications including prilosec for GERD.
3. Metastasis to the abdomen causing abdominal pain in the setting of stage IV NSCLC."
10_tecentriq_Renal_toxicities_2_differential,brand,"1. Chemotherapy-induced nausea and vomiting
2. Hypertension
3. Gastroesophageal reflux disease (GERD)","1. Chemotherapy-induced nausea and vomiting
2. Hypertension related to the underlying lung cancer or its treatment
3. Side effects of tecentriq (atezolizumab), a medication used in the treatment of NSCLC","1. Chemotherapy-induced nausea and vomiting
2. Hypertension due to the blood pressure elevation
3. Side effects from tecentriq or other cancer medications"
10_tecentriq_Renal_toxicities_3_differential,brand,"1. Chemotherapy-induced cognitive impairment
2. Metastasis to the brain
3. Medication side effect (e.g., tecentriq-associated neurologic side effects)","1. Chemotherapy-induced cognitive impairment 
2. Metastasis to the brain 
3. Medication side effect (possibly from tecentriq)","1. Chemotherapy-induced neurotoxicity
2. Paraneoplastic syndrome associated with lung cancer
3. Depression/anxiety"
11_tecentriq_Cardiovascular_toxicities_0_differential,brand,"1. Treatment-related fatigue
2. Hypothyroidism
3. Atrial fibrillation","- Fatigue related to the cancer diagnosis and treatment
- Musculoskeletal pain related to the cancer treatment
- Side effects of the medication (biocarb + albumin-bound abitaxel + tecentriq)","1. Fatigue related to cancer and cancer treatment (biocarb + albumin-bound abitaxel + tecentriq)
2. Muscular pain related to cancer and cancer treatment
3. Hypothyroidism (as a pre-existing condition)"
11_tecentriq_Cardiovascular_toxicities_1_differential,brand,"1. Atrial fibrillation
2. Side effect of biocarb + albumin-bound abitaxel + tecentriq combination therapy
3. Anxiety or stress","1. Atrial fibrillation exacerbation
2. Side effect of biocarb + albumin-bound abitaxel + tecentriq combination therapy
3. Anxiety or stress-induced palpitations","Potential diagnoses to consider based on the patient's history and reported symptom of feeling like her heart is racing:

1. Atrial fibrillation: Given the patient's history of atrial fibrillation and current medication of apixaban for anticoagulation, atrial fibrillation is the most likely cause of her symptom of feeling like her heart is racing.
  
2. Cardiotoxicity from cancer treatment: The patient is receiving combination therapy with biocarb + albumin-bound abitaxel + tecentriq, which can have cardiotoxic effects. Monitoring for cardiac toxicity is important in this context.

3. Anxiety or stress-related palpitations: In the absence of evidence of new cardiac arrhythmias or dysfunction, anxiety or stress could also be a contributing factor to the patient's reported symptom.

]"
